id,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,category,ts
3fcd35f8-2d74-4567-896d-17f6eeffd4cd,712.530177,400.183214,592.856594,940.984761,242.336341,290.146489,152.238063,104.215019,C,1670000017
410c7abe-45b8-4b66-a6b9-0b88971f74c0,662.972094,192.244691,89.81899,153.576927,546.549214,50.10808,296.1682,758.958468,C,1670000018
23a49d45-dc9a-486c-ab64-4c220f8f8360,332.601582,871.474263,620.201284,292.874731,361.307946,324.969055,677.779076,558.027362,A,1670000019
d5c325c3-f8ce-41f7-a69a-e552b4d69079,804.709101,996.927741,243.801646,70.038036,450.014337,9.510301,897.959951,228.362533,A,1670000020
9be8e0da-98d4-4c8c-8bf8-a20f3a20e259,8.776476,70.67828,617.531231,612.536803,37.469922,731.480576,490.574552,738.213561,D,1670000021
73283bf3-8bdc-41fe-8734-8ffe8529d0d4,304.714552,782.431265,20.249589,447.950576,949.423602,754.429696,654.715432,456.853264,B,1670000022
70e4645d-2f56-4bb2-ab1a-c9556e2d554d,455.04467,955.823923,273.767095,388.94263,497.725291,641.991528,802.964004,753.350074,D,1670000023
353c7bc9-817c-4d18-8d4c-5c251156cb16,531.763959,91.156444,538.004269,320.251187,815.160796,928.797445,175.550187,686.10591,D,1670000024
3a8b34f2-884b-4338-8d59-a1eb446e6980,189.814,993.007732,178.063907,720.778065,381.077844,989.755216,41.941269,148.218561,D,1670000025
b0fa1fc9-d567-4dee-93e5-f50398c5d0ff,889.26385,500.702757,765.171023,362.601612,551.003757,652.303884,762.088637,170.725007,D,1670000026
483d309f-4322-4b65-b6c4-7f46ea1e10cd,349.038288,574.051653,665.499013,624.335722,636.469115,426.501386,702.969112,606.741438,B,1670000027
59081ab4-6afb-4bb6-acc0-8a98f0b3f10a,493.612744,435.179258,730.766003,351.717532,395.869678,664.788539,546.55254,960.144011,D,1670000028
d2329c4e-c185-4759-8496-bc679acaa22d,587.247564,171.859188,97.625068,488.001735,696.904185,575.49162,29.961004,739.963642,B,1670000029
c409f380-05f1-4a7a-8ebb-cb52077dfd62,811.650692,160.958295,881.190864,38.723764,128.299173,685.514317,176.204128,503.992678,C,1670000030
f5f97600-5448-45be-9f4d-1e700761c260,115.936213,814.798945,699.812884,708.665665,528.824788,953.268526,499.670468,356.996389,C,1670000031
5420cf82-bb19-400d-8533-31c419bdd54d,202.914638,468.242386,304.387518,956.735274,976.379834,189.342018,304.756145,824.386956,C,1670000032
8eba5930-cbb3-455c-a988-a4cbcc33c765,151.993741,736.946929,830.151673,582.075375,38.782738,370.100464,135.555754,420.071097,B,1670000033
62c1349c-65b2-48cd-aa22-2d30ce4198e2,830.631921,277.173252,151.44635,769.133181,598.455512,68.729996,591.455656,500.345759,B,1670000034
186d9e7c-fe8c-4447-8c76-dfe56a65b0eb,697.285423,369.890939,727.099419,195.939234,437.74247,341.44712,485.624111,163.360258,A,1670000035
ba9adcd1-15e2-46e8-8d51-6b488e46696b,570.353841,16.351162,785.845859,699.898727,882.826709,569.659642,144.349244,187.975173,B,1670000036
19eac6b4-6085-4796-83c0-358a2a50a26d,623.038194,946.075538,413.550625,834.485103,832.66525,577.862437,26.94193,752.633813,C,1670000037
47386898-1408-49fd-ab75-f1de81abc2cb,373.772611,947.637946,218.089642,273.883896,601.590364,975.248607,296.316826,943.924797,B,1670000038
406fe356-470f-4f87-81d1-c5db7b31aaf2,494.576033,863.921732,745.005641,185.291722,59.357891,999.165642,299.210306,44.450169,D,1670000039
9b1c540c-46ca-496e-b369-f44834ac11cb,239.815351,516.175991,823.258941,142.905846,980.173675,645.34952,936.99728,261.500734,B,1670000040
4f6d02fc-e86f-429a-b046-e88983c57bb0,32.117145,476.751819,806.989199,81.177237,56.68689,481.694511,605.37442,505.852778,D,1670000041
aec4a982-2ccd-4779-ac86-4a85b6a09252,481.958344,218.159412,787.851062,444.504926,471.21055,935.09862,453.422392,170.252908,A,1670000042
813978d7-2265-43c4-930d-e6257fe79ff5,703.664019,246.541046,696.456856,307.486685,484.615876,537.62576,745.348395,507.280909,B,1670000043
572e04a7-e8c1-430a-b20f-8160b2019abb,10.52293,338.501086,977.917254,497.618255,302.382505,970.493236,867.402617,748.871073,D,1670000044
ee0ea3a6-0da9-4cfb-86f3-0516e2d70b73,460.917055,772.464691,585.629826,433.045249,649.591792,409.123622,379.158885,449.226181,C,1670000045
05a15a89-b0f9-4771-ae26-4952b3aeb569,908.375502,767.887077,147.673607,278.842872,437.658613,129.474218,506.16013,568.223829,A,1670000046
2a02549b-962a-42f0-9ec6-5c2b508ee3f6,140.957891,938.707435,624.159225,113.704552,267.674567,23.012769,63.503182,512.607221,C,1670000047
fadd6089-ecf6-4d8c-abe5-121b0b7de312,148.069367,34.018432,693.148457,386.81004,478.801188,221.945861,928.87239,94.244354,B,1670000048
35c3ae56-4cbf-45f0-998b-1911372180f3,832.435123,441.852977,876.522455,939.774712,639.92498,961.546969,905.229723,605.983027,A,1670000049
a4496cd3-a8fe-46b0-9fc5-44ee10beeafd,437.584505,315.721584,88.036945,871.429128,997.502337,833.667643,238.21015,18.142602,D,1670000050
a6606c29-d62c-41e7-b596-fff454ca0a7a,719.74156,993.446128,79.013915,119.621928,630.139437,745.587653,770.228956,625.758753,B,1670000051
409c33c0-0aab-4ab2-aa2c-296e52adc161,83.825674,201.778694,261.332327,343.803169,643.551099,423.778083,172.379662,254.078211,C,1670000052
f808316b-9f87-4c5c-aa5d-e9b58a5f169c,655.054729,30.182777,586.897678,657.084494,984.633677,522.18768,216.816021,964.141801,A,1670000053
c2175849-bd9e-4171-9154-b30d774863a5,969.606933,795.480862,531.171396,489.063468,602.84271,764.531741,3.019195,464.154867,D,1670000054
1dceaf38-f2bf-4ca4-9d23-593aa783fee5,369.19463,476.587619,632.82058,649.838218,321.457419,362.880291,249.480467,667.697087,A,1670000055
38dd5a54-206b-409e-882f-2eab257a96cf,65.095918,757.362137,885.895672,729.138342,129.678277,334.923864,866.094905,781.75321,A,1670000056
031ee6d5-1593-4115-90d0-86b86ca6e27d,87.836997,497.088444,230.658428,265.249426,376.671031,334.430901,748.030109,108.771008,D,1670000057
df0834c1-facf-48ba-86aa-17a43451870c,437.349252,249.221841,402.366994,850.045639,555.760762,553.879306,673.265962,484.123182,C,1670000058
14b71a2a-792b-4c87-b235-23ffb35ff15a,411.90701,387.597757,444.903641,20.547289,727.903366,174.992073,355.491116,478.833141,C,1670000059
3d079706-a4cd-4a6f-a3d0-036183dd7066,355.894388,418.201185,912.172372,90.772019,326.609919,241.743055,112.854182,826.385938,A,1670000060
7ef0fcc1-0c32-4df1-9387-d851f80d7646,876.519319,258.147021,787.304078,386.761388,698.835143,543.015187,35.6306,422.795498,A,1670000061
e80bed61-eaff-4ca1-9eb5-c44c3d901977,770.531977,341.47934,608.214212,294.255674,895.40929,255.509916,223.559678,248.894783,D,1670000062
c9a2357e-7010-4da2-8be4-9e5021ea138c,723.885065,746.078012,672.911518,998.328928,721.740892,207.54717,866.29741,138.536315,C,1670000063
93162d84-d791-48e9-be8a-95113722a319,413.918523,181.785363,864.44642,236.797753,495.276233,702.83914,461.589657,171.060315,C,1670000064
154b1ebe-a5f8-486e-9e95-d76fb0af4df5,531.711734,329.268463,121.985707,271.730061,477.473563,825.172635,462.238482,55.481751,A,1670000065
c31b5cbb-d600-4b1d-98de-206a716641ab,46.635111,225.314489,60.166893,175.642688,510.926671,236.321842,826.346108,380.097796,D,1670000066
d9a784a2-754d-4a18-96e8-46ed107303d1,471.442997,300.915625,540.472992,351.145872,337.259159,926.088235,829.405593,405.141977,D,1670000067
0a41c741-4313-4431-8e39-fbb53615fc28,587.695762,333.675394,712.310911,78.265078,226.838301,527.61982,376.65853,668.607391,D,1670000068
02e2e426-a95d-46bc-ae25-56ccefe3518b,106.51201,90.00625,341.073165,305.388064,3.30244,342.584827,269.10084,995.681331,A,1670000069
d64a6939-b1f2-4760-98da-eb6452a32caf,64.192955,15.860906,73.094249,504.53671,663.388871,267.863442,538.321647,569.810111,C,1670000070
a1c14edc-219d-49f4-b152-5be1ec965cf0,998.470401,187.724317,19.617342,161.653687,17.538412,389.07236,692.656097,9.809212,C,1670000071
c5cf0cd7-77a7-4633-bc97-703f2a1e87ec,389.53593,384.453556,483.582461,524.632269,243.771119,701.557965,162.106256,873.50845,B,1670000072
b84e473f-b20b-484f-8e2c-f36e81bf84e1,514.852372,173.091017,171.249483,391.015295,181.274183,298.495681,581.530796,457.942938,B,1670000073
f42fa55c-912b-473a-89e2-d3354e939965,99.410417,527.850381,646.002171,422.316562,739.856823,305.090337,322.803584,224.190918,C,1670000074
44f3fac1-5a10-43f5-b446-0586b2e3e0f2,670.625928,802.367509,848.622172,315.857358,93.159344,381.305529,52.772692,847.671881,B,1670000075
de68c278-bb64-4937-a913-13d4acac7802,46.231002,235.416698,102.567186,972.442843,876.832475,242.720679,382.084137,116.340578,D,1670000076
a9153a6a-4a4d-48a4-bc2c-b520f7f10fde,442.052444,793.021165,391.596379,370.507883,397.921459,874.136678,777.882083,878.234175,B,1670000077
9abe28ee-d9f3-46dd-8f19-165774493148,998.583405,586.561573,234.470279,57.179557,313.977129,931.781874,72.677524,332.083382,A,1670000078
99b59c58-97d7-479c-97d9-f1b9e8bf26ca,9.947303,354.802144,527.585107,346.000742,7.229467,549.092674,948.923101,148.363429,A,1670000079
7d10ea28-c36e-4a53-987f-768d12bebc8d,907.946179,327.088478,272.820587,88.69893,237.7909,271.485822,852.230687,388.157158,B,1670000080
6c487412-10d4-4b82-bd98-46a7ed36e33a,237.054948,777.178714,477.743396,791.273982,258.157789,691.993609,921.430849,33.022063,C,1670000081
a5f38021-4d7b-4876-b269-177e89d948ee,28.891686,216.87702,718.217838,951.669325,575.723275,145.676902,641.640193,605.2335,D,1670000082
788aec75-b084-4634-aa02-7506aa5ea6e2,632.244953,161.9692,776.104049,895.656997,736.6979,934.262444,350.538014,547.358795,B,1670000083
40a4faf1-3e1c-4d0f-80ae-f60c0735e780,913.498379,87.295525,228.774231,482.878895,782.973019,823.286917,132.7928,474.236437,C,1670000084
bbf75a0c-1483-4c1c-b3e3-d6e86bf64026,457.013138,251.119076,778.469265,920.333988,580.945044,486.805003,659.313029,100.57425,B,1670000085
bcb78f9d-4343-4a97-8493-4d7f9c38b0cd,98.430571,36.588534,122.48092,101.171041,439.122975,691.565313,500.568599,102.428536,D,1670000086
68b85e21-34ed-4cfa-a9f6-01e5b70bc5a6,589.71188,185.917311,794.173205,257.161821,500.029283,108.081308,187.261239,70.090952,D,1670000087
15143bff-0c24-4cb1-870d-7bce5f9663db,271.551153,353.630611,513.338558,239.380888,579.381549,159.011477,900.463383,154.17241,B,1670000088
66698dcf-e1a8-4ace-b747-2c8ef56efb9a,262.086785,470.725391,188.341641,394.437631,16.174795,13.161979,680.823481,884.722222,D,1670000089
a529c521-9119-435a-8f3d-0836de2bcfd9,947.827903,95.36408,994.958061,404.439817,585.603613,918.348505,831.226526,68.650177,D,1670000090
5cc91d5f-46bb-42b3-ae8b-d850ad47bc1d,430.308963,143.397549,423.718683,809.384564,779.895873,284.737624,40.447902,927.257732,D,1670000091
50c86923-e1c8-4f68-b4b8-c3f4f92e7cdd,854.081504,112.480633,379.382219,443.74094,315.087165,200.257414,41.801971,376.490833,D,1670000092
c3efdf0d-8946-4399-a2a1-5164174907cd,780.614483,921.401993,394.999255,884.851711,669.745091,135.171698,291.732079,602.504513,B,1670000093
1323246e-c8a7-47bd-8cba-7e2c8765d90d,386.008086,745.855546,843.246119,617.50461,907.870629,525.230004,955.550849,751.483331,D,1670000094
8bc7b53f-ee57-4bbd-b309-2f26b111226a,869.92895,855.91211,519.627846,165.703653,145.024875,965.761462,866.123219,154.001092,C,1670000095
520cdd1a-50c2-47a9-ad15-9b4b824353e9,179.676533,627.786671,0.397424,676.607826,553.205094,200.427983,921.753761,421.068457,D,1670000096
39a03f8c-31e2-4c19-b4b0-44613b677c30,461.687939,733.978151,386.147483,533.877771,421.817432,888.71258,7.475255,589.846153,B,1670000097
c5f84ef3-7d4a-4356-af62-659c3ed81f8b,681.662977,126.160401,815.184744,428.512313,723.408723,251.640331,579.398234,798.162592,C,1670000098
8d415bc3-520c-4044-a4bd-2fb947a6aebf,350.54369,554.329567,330.325266,820.834887,549.719967,427.579195,790.529725,89.808755,B,1670000099
a57608a6-9ac6-456f-86b8-14ceb6e5ac9b,418.952497,250.30194,248.470499,464.33377,808.999299,29.393517,91.979009,826.005411,C,1670000100
1ee46364-b258-4ed7-98be-5281c7ad5053,223.044773,182.419873,466.780022,888.377699,299.2888,74.265858,332.796743,922.593034,D,1670000101
6fd2b28a-3071-41d2-95d9-32b08af55c81,754.651278,550.081772,422.640614,93.948086,503.805227,17.13054,299.590929,179.949323,A,1670000102
1575d187-925e-4f1f-bf0e-ced136da8bd2,849.812166,11.624984,499.231834,32.193926,351.252034,643.843652,88.593822,943.479658,C,1670000103
7ef2615e-83c1-453a-a7e0-8f5744e7d247,538.692294,862.512343,253.65926,819.814824,602.761175,818.648653,998.183788,728.500155,B,1670000104
fe76c43e-2771-4856-9351-4038e8594206,623.953537,618.983639,127.891291,861.521138,627.26001,630.741173,767.524838,677.649881,A,1670000105
225f23f1-0cfe-42b0-a38b-46d85e9ad3ac,503.417419,157.983075,938.270677,773.127465,206.490887,321.246693,757.139406,728.728592,B,1670000106
e8f59348-4f23-4c63-8c1d-172bdb7e1432,460.468289,888.295532,716.351992,254.192423,560.917056,147.323946,954.600276,344.402579,C,1670000107
86de6ab1-7ec5-442a-821d-1404a6d8e661,897.604888,116.229277,73.37434,172.178528,936.10717,968.024602,708.049475,556.150902,A,1670000108
e0772208-dd19-4d46-b267-7e9bad0cb233,456.569937,856.587501,243.11406,879.927757,296.490136,296.298712,343.984984,948.314111,B,1670000109
34c5467f-b7a3-42d5-9281-3eab004eb4eb,217.460259,926.349801,126.671647,220.67657,273.997819,177.242293,228.067918,186.239756,C,1670000110
9d8ebe1f-7a3f-4396-817d-90ff32b73f50,141.216927,366.983948,46.240971,629.701909,288.383144,678.164644,660.57861,388.884216,C,1670000111
594701bf-2b81-4ee9-b263-f1e4ae4deb1d,654.813719,870.542416,765.48787,164.474846,52.081954,780.122462,583.152862,411.891725,C,1670000112
cb8a0e4a-556e-4c80-b190-e506812163f9,190.634122,450.542788,919.725339,383.589172,602.173581,185.614979,271.702797,859.144682,C,1670000113
4a2332ff-3696-4dd9-810d-feceef78a68d,385.204398,533.893386,683.158351,282.695932,118.422127,137.95929,432.567994,648.676691,D,1670000114
0f1a1c47-df60-4d98-84f0-31cbb38644ee,491.984192,919.327442,330.667311,251.384075,294.225136,335.966752,92.888147,499.085452,A,1670000115
f2145db8-a415-474d-b0be-f97447cc3d70,648.772516,601.190583,255.195679,630.731325,285.535083,770.822532,992.682645,567.216805,D,1670000116
0e214d2c-adc1-459a-9c33-4fc512d5b519,233.710269,988.410485,550.558464,737.452877,94.258061,782.477712,775.894844,625.603886,C,1670000117
7fa5fc29-034e-4c65-bc82-57993ca0bfcc,198.530012,692.396417,796.488767,498.032023,438.141348,210.770109,446.056658,178.450675,B,1670000118
7c0b5ab1-f201-422d-be7b-0a25b0f78252,486.727558,583.276794,851.954372,133.243642,27.371441,945.915537,825.631637,476.711792,D,1670000119
7c185034-9d1b-40dc-98e8-f346bc07f38c,251.438807,440.393058,312.189506,1.580124,211.115045,332.499384,115.028552,868.863031,A,1670000120
2de1dcd2-1496-4186-a769-d1b5fbb99174,859.999036,139.256024,894.174281,927.598108,893.196119,503.898353,399.61475,647.219221,B,1670000121
f1c95ef3-e1b8-4230-985a-a206576ff9f4,580.868973,738.049482,147.253803,147.503534,955.065835,953.912251,189.926891,329.353761,C,1670000122
dfe210d8-fba2-4c2d-897b-a015416edf79,988.18805,898.535431,411.049195,930.241562,587.716996,563.486249,428.389802,436.580991,B,1670000123
5be6e6db-d63f-4228-8f79-9369802688e5,654.934489,252.454713,895.675474,737.97,857.555908,692.062538,901.173938,518.515406,D,1670000124
d099eb7c-d677-4910-894b-546c0c24061b,261.090051,426.355354,560.605018,429.638209,646.027481,30.271253,927.816261,690.024459,D,1670000125
a854b912-9e70-4c7d-9707-cd5208234da6,166.107131,450.385196,36.098991,46.403175,152.143431,127.083573,586.546264,663.407761,B,1670000126
92beec33-7e0e-476a-b2d8-278615531000,1.129976,437.028772,64.86812,307.394869,920.912132,143.09265,463.38257,103.50806,B,1670000127
574bb0e1-a12b-4f01-a86e-0229924647a9,999.359507,846.350763,963.705236,200.283546,902.866402,312.935581,11.828253,72.585897,D,1670000128
f313b3d3-ecb7-4603-b7f3-250aeb6b3851,957.379752,83.633241,524.965287,583.846081,644.503011,571.966182,778.065051,183.763838,D,1670000129
762eed3b-a256-49bc-89f8-22954442144e,796.508888,621.531768,617.401127,715.721449,614.146084,382.015205,876.082614,496.259502,A,1670000130
cc55d2f9-dddd-4181-ac0f-16eef99cd28c,826.826761,830.750642,628.630279,779.783976,45.591506,174.154211,220.548781,69.195951,C,1670000131
269d55bb-c077-453c-8f83-caac5ffffa82,359.160887,788.033782,219.654998,212.84091,981.343546,9.310961,355.352186,704.990353,C,1670000132
51369689-150b-4c8b-8d70-27251a543347,354.244905,651.890993,551.61648,827.687763,970.925208,650.52032,190.895769,261.431543,C,1670000133
37b8ba70-d113-475b-b491-6ece9e684880,138.775523,866.857214,361.930238,56.609475,689.150367,98.968505,972.615453,673.809624,B,1670000134
71343cd3-6485-47ee-ba78-19db63a50541,791.33195,559.279238,175.587988,410.342723,372.812215,35.797701,911.278674,287.297651,A,1670000135
e0dc955b-cbb7-4794-8ca4-eb422ce1ce12,368.092314,914.526772,119.607484,770.453901,943.50041,533.114169,805.083267,340.42264,C,1670000136
a5badd86-21f6-481f-acc9-b046b36f39f1,691.941807,26.77497,400.752704,963.2202,99.602634,408.882211,654.342888,289.247471,C,1670000137
7fdd2d83-ea90-44e6-8327-eae244bdafbf,131.296274,428.739566,692.447106,649.366355,533.314795,814.136151,221.274076,202.357021,D,1670000138
a8ff19f1-2681-4022-9cfe-e24de87756b9,144.965262,100.482655,829.268727,902.284162,366.058927,755.084695,935.306906,747.197984,C,1670000139
17ec3b0a-4b2c-4f6d-a518-744fbf93874b,360.019822,179.125867,845.744502,919.255818,622.743576,551.663019,538.906885,114.146426,C,1670000140
edfb8468-da9b-471e-a347-1255f75130c5,224.200234,821.158915,944.179847,473.028298,0.056614,454.326142,880.819056,70.036458,C,1670000141
b08d52ae-c53a-4a6c-b530-ce3f8d0c26e4,75.532416,262.679188,714.463349,153.127916,201.100826,833.985263,784.902955,879.293667,D,1670000142
90e92329-ab8e-400d-92d2-9ba96fe2bb51,311.679996,22.491025,153.448225,590.102262,849.18636,456.567019,995.659858,480.18964,A,1670000143
8b5cfe23-ce8f-4561-b5bd-a1dcb843da14,686.375821,344.378491,712.750569,242.604536,414.246976,911.746786,141.127376,218.541169,C,1670000144
da3f8a4f-67a7-4eec-843c-c45f5300c7af,56.642634,101.054059,498.995655,674.584229,838.199991,495.40017,693.853272,371.760636,B,1670000145
09bbe23c-42b6-40aa-914b-57ee8346c059,809.145986,842.865125,597.897834,394.717841,845.59852,521.341363,583.399169,498.764745,B,1670000146
30620514-2ec4-4895-841b-76cd7192742e,431.960542,905.027696,534.457342,734.684845,451.826582,556.441481,590.447606,597.491279,A,1670000147
0006289f-4b72-4cb3-b662-7fe9ae771253,243.087392,416.06303,59.371914,746.336518,558.888987,855.711458,361.487172,372.647772,B,1670000148
448e16b1-257c-4214-a5aa-a2abac6fedc6,708.311615,616.435092,298.467878,405.376333,441.157667,584.96504,137.818078,950.546708,D,1670000149
2fe8c81e-2daf-43bb-b907-2456158c6c38,593.760592,423.650152,339.125852,12.591669,232.74999,886.637117,259.602589,640.313353,C,1670000150
dbe46176-0130-48b3-848c-0fd79ea3f8ee,703.926278,965.49521,184.798953,722.39496,986.906789,819.261457,391.468359,939.214752,D,1670000151
5fccfc68-2830-42e8-a9f2-01df63367c42,10.113717,699.411095,129.148666,796.294961,861.843615,832.266191,145.588904,503.346668,A,1670000152
47605410-1ee4-44a5-a5c7-6691795d2eda,160.025863,495.901684,968.792848,646.035834,594.016621,300.419112,483.909462,883.570404,B,1670000153
9d0d1dab-3787-4ecf-98e4-d8e51c8d9b1d,4.434261,969.74424,727.104,982.269663,626.207041,123.328674,545.185053,24.009095,D,1670000154
2f14479e-ff0b-4ef0-a823-40a05281a2d7,904.861825,355.143404,866.37528,451.58761,326.302653,411.152443,666.526649,993.667129,B,1670000155
fefcfef6-349e-4c36-8abe-a6ceb1103c9b,620.957705,635.238733,596.881374,678.786047,35.08766,579.422999,389.097111,538.559943,B,1670000156
1fd03500-1b02-46ff-9c7c-f977cfeb6ff5,958.951009,619.680538,501.948091,814.73463,381.31024,8.103181,721.33744,505.472568,C,1670000157
49bbf66b-9322-4027-b2e9-edd86ab119ec,723.833174,595.136433,735.656523,646.131946,837.629667,565.072172,642.276879,921.564085,C,1670000158
39a1a955-938f-4166-9e01-4d787a6e1715,769.450638,941.058113,592.223877,903.192881,305.381307,49.740605,101.211327,32.616068,C,1670000159
4d3cb84d-d56e-4623-8b61-1e5ae7a237af,790.62947,740.167484,421.655206,611.518583,846.682493,303.845351,651.103766,531.625743,A,1670000160
e572b481-3970-40fe-bc79-816d8d1aea7a,911.376888,569.045126,59.724832,538.612062,804.643087,759.479262,962.066469,919.666449,C,1670000161
fee613df-f213-4f19-8e8f-677d4e031fb9,707.452258,470.718229,197.902421,770.294647,205.420749,411.071338,277.343317,111.107712,C,1670000162
29e9541a-1e66-465e-8d74-a678ff4d50e5,50.619778,336.307011,720.824937,233.583073,897.502356,957.858668,462.597753,145.466167,A,1670000163
23466e97-7f3c-435b-ab57-35f152a40bdb,252.6758,351.443234,501.121108,950.575591,56.614808,783.724851,288.30294,678.598924,C,1670000164
c9ea9d27-2446-4d1b-a244-7d60afb17862,270.757204,107.069422,176.462715,271.647115,32.939254,286.048914,374.293007,207.714531,A,1670000165
95f08ef7-fa62-4241-83cf-411ddd70c039,632.655303,790.101531,261.31273,929.363592,732.846724,906.429969,85.913698,647.900778,A,1670000166
724328cc-a03c-4665-953a-0bfcad2675af,966.766357,540.932765,169.125564,424.939678,193.284662,62.800666,221.336131,390.329654,A,1670000167
ab66694d-4695-49e2-bad1-45a3b4f17b88,502.819984,683.530909,174.836684,654.145659,679.07918,283.477703,349.478586,414.949517,B,1670000168
6a296b24-beba-403e-88ff-4888acd6032b,476.224354,173.824325,177.108753,229.332908,127.562497,407.805403,817.551903,511.986676,A,1670000169
87ff147f-9100-47ab-8785-f0ec6ba2096b,748.042853,522.951921,764.214276,37.318803,162.39459,304.608731,820.79105,809.948548,D,1670000170
90148645-8b8f-4032-b932-7422f6887968,891.507397,860.958565,442.01911,816.124372,794.159508,414.545986,482.56829,199.336868,A,1670000171
84cd96e0-dee6-4d54-9355-cb765d8aa7a4,411.38562,883.576064,922.222611,96.609375,56.755031,910.708224,891.143162,17.693741,B,1670000172
2e8bb1b1-58b6-4631-a5b1-0ed2768f0a7f,33.034721,435.375476,210.333231,701.850348,856.241366,0.787056,392.1065,98.502905,B,1670000173
0f387c19-7cd7-4095-a9a5-90e8fb05e6df,424.848975,510.044738,141.884764,666.523792,789.767615,436.577041,341.680435,838.364193,C,1670000174
13b9da23-64e3-4ec2-9429-61c91562b997,936.734544,886.058255,510.51035,864.806454,842.481426,229.475373,898.322245,237.57558,D,1670000175
68f4577b-20bc-4100-b1db-7e47eb16e717,270.592193,441.630046,870.083666,584.351326,476.477856,354.503889,318.290806,791.823318,A,1670000176
42f993b4-78e6-40d9-bc70-c9c4af4cce97,721.022545,301.500832,752.933393,40.462856,544.691336,383.432268,857.56924,275.397053,C,1670000177
3e532a14-8685-448a-8cca-4ad06ece8d31,546.720417,605.717509,186.395034,921.706995,472.812886,998.152441,604.740288,471.887179,D,1670000178
921dd4b1-04b9-4386-93fa-6321eb2abce1,256.552464,68.104876,838.079032,767.097805,115.586475,42.395502,49.673861,476.733823,C,1670000179
968683d3-2724-4553-9db0-b27d3fcdbd6f,219.313644,184.08406,839.551838,253.019836,286.989928,971.974553,863.680139,392.414154,B,1670000180
6bf5baed-d555-4848-acb3-4d44cd66e2a7,391.650681,200.156588,246.043023,422.217177,128.156749,182.760731,2.44685,187.126879,C,1670000181
fd8bd128-e99f-4389-bd70-0a15c096a7b1,532.862921,132.83706,160.79175,864.784894,701.808794,122.970353,57.123687,115.369495,C,1670000182
5abecf9e-f212-4b2c-a82b-253e3199c925,697.140373,769.475007,558.40525,611.338841,158.125673,299.778921,416.527951,0.226325,A,1670000183
841ee662-1c45-47b0-af39-4c82c731f3c0,81.435778,94.546576,240.286467,29.949907,431.767028,760.623663,471.088813,338.96251,B,1670000184
15d97535-b383-4572-8740-9021a0a7fd94,859.227947,190.735893,666.326164,18.080996,54.38122,514.554246,126.054386,745.27765,A,1670000185
6d7ea21c-ded5-4829-afdc-84b138c987fe,999.35213,458.846366,229.816257,191.644957,983.374759,477.315806,883.37403,232.575291,A,1670000186
